node_name,electric_grid_name,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,voltage,latitude,longitude
0,singapore_1,1,0,0,22000.0,1.325679,103.640565
1,singapore_1,1,0,0,22000.0,1.315545,103.655766
2,singapore_1,1,0,0,22000.0,1.274852,103.630482
3,singapore_1,1,0,0,22000.0,1.309667,103.626548
4,singapore_1,1,0,0,22000.0,1.295376,103.633059
5,singapore_1,1,0,0,22000.0,1.336602844,103.6386295
6,singapore_1,1,0,0,22000.0,1.333662425,103.6350469
7,singapore_1,1,0,0,22000.0,1.33434891208293,103.640118682633
8,singapore_1,1,0,0,22000.0,1.3277294116,103.63831586
9,singapore_1,1,0,0,22000.0,1.331871176,103.634950066666
10,singapore_1,1,0,0,22000.0,1.33470100310934,103.637945962599
11,singapore_1,1,0,0,22000.0,1.33283993981869,103.635913362881
12,singapore_1,1,0,0,22000.0,1.33542428542225,103.637359803362
13,singapore_1,1,0,0,22000.0,1.33429701833467,103.637033295344
14,singapore_1,1,0,0,22000.0,1.33290581674551,103.637240913745
15,singapore_1,1,0,0,22000.0,1.33333109192764,103.638065505323
16,singapore_1,1,0,0,22000.0,1.335672757,103.63909795
17,singapore_1,1,0,0,22000.0,1.3272127429242,103.640248872838
18,singapore_1,1,0,0,22000.0,1.32652399945149,103.640969364975
19,singapore_1,1,0,0,22000.0,1.33371726684465,103.643093426259
20,singapore_1,1,0,0,22000.0,1.33114065411597,103.641232757838
21,singapore_1,1,0,0,22000.0,1.33713552825,103.6381892
22,singapore_1,1,0,0,22000.0,1.337612098,103.638631599999
23,singapore_1,1,0,0,22000.0,1.33668126333333,103.638705366666
24,singapore_1,1,0,0,22000.0,1.33713594824999,103.639132075
25,singapore_1,1,0,0,22000.0,1.33635330241802,103.63989847558
26,singapore_1,1,0,0,22000.0,1.33326890149999,103.63499245
27,singapore_1,1,0,0,22000.0,1.32809368631923,103.639561139521
28,singapore_1,1,0,0,22000.0,1.32773236693682,103.639879268972
29,singapore_1,1,0,0,22000.0,1.3323589086,103.64224896
30,singapore_1,1,0,0,22000.0,1.33142558429609,103.64310560094
31,singapore_1,1,0,0,22000.0,1.33545666533333,103.645133583333
32,singapore_1,1,0,0,22000.0,1.331129413,103.634240499999
33,singapore_1,1,0,0,22000.0,1.324300711,103.6494409
34,singapore_1,1,0,0,22000.0,1.321898217,103.6528503
35,singapore_1,1,0,0,22000.0,1.327251354,103.6540156
36,singapore_1,1,0,0,22000.0,1.3294191128122,103.652883455853
37,singapore_1,1,0,0,22000.0,1.32202053374525,103.641679892633
