line_name,electric_grid_name,line_type,node_1_name,node_2_name,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,length
line_1_1,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x185,1,2,1,0,0,0.023
branchout_line_1_1,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x50,2,3,1,0,0,0.011
line_1_2,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x185,2,4,1,0,0,0.023
branchout_line_1_2,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NYY 4x35,4,5,1,0,0,0.011
line_1_3,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x185,4,6,1,0,0,0.023
branchout_line_1_3,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NYY 4x35,6,7,1,0,0,0.011
line_1_4,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x185,6,8,1,0,0,0.023
branchout_line_1_4,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x50,8,9,1,0,0,0.011
line_1_5,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x185,8,10,1,0,0,0.023
branchout_line_1_5,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NYY 4x35,10,11,1,0,0,0.011
line_1_6,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x185,10,12,1,0,0,0.023
branchout_line_1_6,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x50,12,13,1,0,0,0.011
line_1_7,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x185,12,14,1,0,0,0.023
branchout_line_1_7,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x50,14,15,1,0,0,0.011
line_1_8,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x185,14,16,1,0,0,0.023
branchout_line_1_8,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NYY 4x35,16,17,1,0,0,0.011
line_1_9,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x185,16,18,1,0,0,0.023
branchout_line_1_9,kerber_vorstadtnetz_kabel_2,kerber_vorstadtnetz_kabel_2_NAYY 4x50,18,19,1,0,0,0.011
